x,y
-1.0,0.5
-0.9797979797979798,0.5
-0.9595959595959596,0.5
-0.9393939393939394,0.5
-0.9191919191919192,0.5
-0.898989898989899,0.5
-0.8787878787878788,0.5
-0.8585858585858586,0.5
-0.8383838383838383,0.5
-0.8181818181818181,0.5
-0.797979797979798,0.5
-0.7777777777777778,0.5
-0.7575757575757576,0.5
-0.7373737373737373,0.5
-0.7171717171717171,0.5
-0.696969696969697,0.5
-0.6767676767676767,0.5
-0.6565656565656566,0.5
-0.6363636363636364,0.5
-0.6161616161616161,0.5
-0.5959595959595959,0.5
-0.5757575757575757,0.5
-0.5555555555555556,0.5
-0.5353535353535352,0.5
-0.5151515151515151,0.5
-0.4949494949494949,0.5
-0.4747474747474747,0.5
-0.4545454545454545,0.5
-0.43434343434343425,0.5
-0.41414141414141414,0.5
-0.3939393939393939,0.5
-0.3737373737373737,0.5
-0.3535353535353535,0.5
-0.33333333333333326,0.5
-0.31313131313131304,0.5
-0.2929292929292928,0.5
-0.2727272727272727,0.5
-0.2525252525252525,0.5
-0.23232323232323226,0.5
-0.21212121212121204,0.5
-0.19191919191919182,0.5
-0.1717171717171716,0.5
-0.1515151515151515,0.5
-0.13131313131313127,0.5
-0.11111111111111105,0.5
-0.09090909090909083,0.5
-0.07070707070707061,0.5
-0.050505050505050386,0.5
-0.030303030303030276,0.5
-0.010101010101010055,0.5
0.010101010101010166,0.5202020202020203
0.030303030303030498,0.560606060606061
0.05050505050505061,0.6010101010101012
0.07070707070707072,0.6414141414141414
0.09090909090909105,0.6818181818181821
0.11111111111111116,0.7222222222222223
0.1313131313131315,0.762626262626263
0.1515151515151516,0.8030303030303032
0.1717171717171717,0.8434343434343434
0.19191919191919204,0.8838383838383841
0.21212121212121215,0.9242424242424243
0.2323232323232325,0.964646464646465
0.2525252525252526,1.0050505050505052
0.27272727272727293,1.0454545454545459
0.29292929292929304,1.085858585858586
0.31313131313131315,1.1262626262626263
0.3333333333333335,1.166666666666667
0.3535353535353536,1.2070707070707072
0.3737373737373739,1.2474747474747478
0.39393939393939403,1.287878787878788
0.41414141414141437,1.3282828282828287
0.4343434343434345,1.368686868686869
0.4545454545454546,1.4090909090909092
0.4747474747474749,1.4494949494949498
0.49494949494949503,1.48989898989899
0.5151515151515154,1.5303030303030307
0.5353535353535355,1.570707070707071
0.5555555555555556,1.6111111111111112
0.5757575757575759,1.6515151515151518
0.595959595959596,1.691919191919192
0.6161616161616164,1.7323232323232327
0.6363636363636365,1.772727272727273
0.6565656565656568,1.8131313131313136
0.6767676767676769,1.8535353535353538
0.696969696969697,1.893939393939394
0.7171717171717173,1.9343434343434347
0.7373737373737375,1.974747474747475
0.7575757575757578,2.0151515151515156
0.7777777777777779,2.055555555555556
0.7979797979797982,2.0959595959595965
0.8181818181818183,2.1363636363636367
0.8383838383838385,2.176767676767677
0.8585858585858588,2.2171717171717176
0.8787878787878789,2.257575757575758
0.8989898989898992,2.2979797979797985
0.9191919191919193,2.3383838383838387
0.9393939393939394,2.378787878787879
0.9595959595959598,2.4191919191919196
0.9797979797979799,2.45959595959596
1.0,2.5
