1.280000000000000000e+03 1.504000000000000092e+01
1.423000000000000000e+03 -3.008000000000000185e+01
3.800000000000000000e+02 -1.203200000000000074e+02
5.535000000000000000e+03 1.353600000000000136e+02
5.538000000000000000e+03 1.240799999999999983e+02
1.589000000000000000e+03 0.000000000000000000e+00
4.335000000000000000e+03 -5.264000000000000057e+01
4.645000000000000000e+03 -1.654399999999999977e+02
3.659000000000000000e+03 -7.520000000000000284e+01
5.639000000000000000e+03 -3.760000000000000142e+01
2.510000000000000000e+03 -3.384000000000000341e+01
1.233000000000000000e+03 1.353600000000000136e+02
1.632000000000000000e+03 -6.768000000000000682e+01
4.064000000000000000e+03 1.127999999999999972e+02
1.970000000000000000e+02 -2.255999999999999872e+01
3.073000000000000000e+03 -5.639999999999999858e+01
3.100000000000000000e+01 -6.392000000000000171e+01
3.738000000000000000e+03 -3.008000000000000185e+01
1.204000000000000000e+03 1.579200000000000159e+02
5.386000000000000000e+03 -1.127999999999999936e+01
1.041000000000000000e+03 -3.684800000000000182e+02
2.109000000000000000e+03 -1.880000000000000071e+01
1.175000000000000000e+03 1.090400000000000063e+02
2.599000000000000000e+03 1.090400000000000063e+02
5.455000000000000000e+03 9.776000000000000512e+01
3.750000000000000000e+03 -2.632000000000000028e+01
5.656000000000000000e+03 -2.632000000000000028e+01
2.238000000000000000e+03 -4.511999999999999744e+01
1.230000000000000000e+02 -7.143999999999999773e+01
1.586000000000000000e+03 -7.520000000000000462e+00
5.380000000000000000e+03 -2.255999999999999872e+01
2.028000000000000000e+03 -3.384000000000000341e+01
2.066000000000000000e+03 -3.384000000000000341e+01
1.271000000000000000e+03 4.511999999999999744e+01
2.987000000000000000e+03 0.000000000000000000e+00
5.073000000000000000e+03 -2.255999999999999872e+01
2.216000000000000000e+03 -4.511999999999999744e+01
4.811000000000000000e+03 1.504000000000000057e+02
1.560000000000000000e+03 -3.384000000000000341e+01
4.900000000000000000e+01 -6.392000000000000171e+01
3.672000000000000000e+03 -7.143999999999999773e+01
4.113000000000000000e+03 1.052800000000000011e+02
4.486000000000000000e+03 -3.760000000000000142e+01
2.894000000000000000e+03 -3.760000000000000142e+01
5.172000000000000000e+03 1.127999999999999936e+01
4.053000000000000000e+03 8.648000000000000398e+01
2.138000000000000000e+03 -2.632000000000000028e+01
5.471000000000000000e+03 1.278400000000000034e+02
5.211000000000000000e+03 -3.760000000000000142e+01
3.463000000000000000e+03 -5.264000000000000057e+01
1.920000000000000000e+02 -3.008000000000000185e+01
5.557000000000000000e+03 7.520000000000000284e+01
3.446000000000000000e+03 -5.639999999999999858e+01
4.867000000000000000e+03 3.008000000000000185e+01
5.579000000000000000e+03 7.520000000000000462e+00
6.400000000000000000e+02 -4.888000000000000256e+01
2.645000000000000000e+03 1.391200000000000045e+02
2.749000000000000000e+03 -3.760000000000000142e+01
1.050000000000000000e+02 -6.016000000000000369e+01
1.960000000000000000e+03 9.400000000000000000e+01
5.721000000000000000e+03 -1.127999999999999936e+01
4.977000000000000000e+03 -1.127999999999999936e+01
2.994000000000000000e+03 -3.760000000000000231e+00
