x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.488865912096543,0.488865912096543,0.488865912096543,0.0789128828251356,0.0982916445865468,0.144871380220586,0.0653021593764391,0.250225477428982,-0.392509084746538,-0.50125492335712,0.625914746189396
0.146478532005237,0.146478532005237,0.146478532005237,0.0225615032558933,0.0880520367827601,0.104878676341426,0.0824363645888302,0.33283550238733,-0.178366255557524,-0.0617976930686013,0.0589465178077437
0.525449563266259,0.525449563266259,0.525449563266259,-0.157519947467752,-0.328685143925135,-0.24614558649426,-0.233882309929453,0.0541526852773444,-0.0105466018847694,0.393186429627434,-0.176576562980902
0.351240585658984,0.351240585658984,0.351240585658984,-0.0622563030802954,-0.0962873802846742,-0.0334251464797186,-0.0888431979318349,-0.475510379289922,-0.0664290862593742,-0.249999432822398,0.154167504583969
-0.168068280177168,-0.168068280177168,-0.168068280177168,-0.0802502989006438,-0.155528695106932,-0.0995112846033305,-0.106429742341701,-0.203143978725525,0.19448535207178,-0.0376813861263533,-0.288597193236221
-0.432856435312778,-0.432856435312778,-0.432856435312778,0.0729799752726867,0.189325002253811,0.174747605028786,0.219658516686192,0.0665360386405542,-0.484169988155338,0.0555800790976252,0.310903670846072
0.0776255775706155,0.0776255775706155,0.0776255775706155,-0.148551693251727,-0.312200002502984,-0.305267069351603,-0.258910425337948,0.346469710163178,-0.424008732096486,-0.284643161942092,0.633691638464061
0.422335749147567,0.422335749147567,0.422335749147567,0.0167372871846009,-0.00911056593481929,-0.044054854057045,-0.0184955768273794,0.0124466475185989,0.166462488104827,0.379605113394183,-0.0339667021607906
0.272147024995342,0.272147024995342,0.272147024995342,0.0814567393839289,0.0756791214395247,0.0685915156342062,0.102743369802945,-0.427654684873825,0.208427148925773,0.10965967729365,-0.243986845173469
-0.451463471946403,-0.451463471946403,-0.451463471946403,-0.174138645283483,-0.333117797497179,-0.31507735677802,-0.275525764398679,-0.285896022636231,0.160176264394913,0.359470697037238,-0.0793861737797515
0.00641371042619099,0.00641371042619099,0.00641371042619099,0.0651046098919545,0.0569233006815105,0.0339468728064515,0.0190716314109264,-0.138487186523104,0.187812019287595,-0.0487897875680334,-0.110263904518104
-0.362173583222254,-0.362173583222254,-0.362173583222254,-0.0841913725123334,-0.154709194196848,-0.190954471235939,-0.165872718421213,-0.293260673365605,0.409818463337288,-0.31548568554576,-0.0176626149809315
-0.227872073085154,-0.227872073085154,-0.227872073085154,0.156926239524718,0.244757593007906,0.214006770932152,0.183487990230759,0.207096193759369,0.224017955133497,0.33169246627799,-0.454434961692877
-0.139527882355901,-0.139527882355901,-0.139527882355901,-0.1445516792819,-0.320287317376281,-0.325926013190201,-0.268865834033922,-0.0354999250369391,0.240155959526926,-0.187773796729917,-0.157819061074082
