"y","x1","x2"
0,0.720903896261007,0.20935130561702
0,0.875773193081841,0.76623822748661
0,0.760982328327373,0.841615561395884
0,0.886124566197395,0.93412629282102
0,0.456480960128829,0.675823887111619
0,0.166371785104275,0.85895850113593
1,0.325095386710018,0.0757504201028496
0,0.509224335663021,0.635497460607439
0,0.727705253753811,0.395387328695506
0,0.989736937917769,0.747727057896554
0,0.0345354350283742,0.739488461287692
1,0.152373490156606,0.371715694898739
0,0.735684952465817,0.339063251623884
0,0.00113658653572202,0.672803348395973
1,0.391203335253522,0.322910411283374
0,0.462494654115289,0.684111715527251
1,0.388143981574103,0.214036339195445
0,0.402485141763464,0.246464502764866
1,0.178963584825397,0.123322040075436
0,0.951658753678203,0.785387185402215
0,0.453728073276579,0.761423797812313
1,0.326752408640459,0.196199955185875
0,0.965415323385969,0.897529893089086
0,0.707481877179816,0.595401855185628
0,0.644542636582628,0.443085445323959
1,0.389828484971076,0.298920295201242
0,0.698543639387935,0.303266406292096
0,0.544057864462957,0.573723206762224
0,0.226467178668827,0.930948336143047
0,0.484557755058631,0.809549436671659
0,0.793007169850171,0.435421058908105
1,0.00598762952722609,0.356018275022507
0,0.187712445855141,0.516634732251987
0,0.681833623209968,0.652284351876006
0,0.370104123605415,0.685466291382909
0,0.361625570105389,0.823184793349355
1,0.868794898502529,0.118974817916751
0,0.904154665768147,0.915357950143516
1,0.617424565600231,0.253481588559225
1,0.134031634544954,0.406123580643907
1,0.782193280523643,0.262828393606469
1,0.429198819911107,0.320017567370087
1,0.927273974986747,0.241351109463722
0,0.773243224713951,0.53744769631885
0,0.259681246709079,0.717979732668027
1,0.321224673418328,0.537892485503107
1,0.0601951573044062,0.017296947306022
0,0.0434564538300037,0.622952701291069
0,0.0550538182724267,0.602918915916234
0,0.625542796915397,0.764229092514142
0,0.964470288716257,0.874335474101827
0,0.827302868943661,0.443457007640973
0,0.31502823648043,0.505901593947783
0,0.213025450939313,0.890840680571273
0,0.732496118871495,0.377619353123009
1,0.499241020530462,0.257802729029208
0,0.729771971702576,0.169486584840342
1,0.0803360443096608,0.086415579309687
0,0.43553048488684,0.682040994754061
