"y","x1","x2"
1,0.158974531705481,0.887964363743202
0,0.678733178833171,0.22723293158355
1,0.828541391077246,0.67000980060541
1,0.940385433987833,0.793179855092329
1,0.586566418898387,0.483119729207829
1,0.692912670569055,0.903016760411279
1,0.888164384409477,0.795206983478163
1,0.993515725914193,0.550338637535818
1,0.217361534168487,0.770288861391844
0,0.662225089525745,0.515343693389225
0,0.433524910168113,0.336806357780187
0,0.193790667758794,0.679780767267608
0,0.643265706175888,0.064756160611834
0,0.336775561522602,0.398564801900194
1,0.576061712222101,0.68393330285099
1,0.914731590029222,0.820455664777815
0,0.407831459430765,0.766588363234122
0,0.410825176723527,0.318655422146514
1,0.84617828284124,0.629294017559042
1,0.24278291658719,0.4978900591285
0,0.276824294072801,0.431727782518251
0,0.325058153164646,0.59436310781592
0,0.171342133132908,0.461326574434944
1,0.200173065235466,0.926284639105865
0,0.292758259792848,0.488240475827992
0,0.120993010736729,0.242702053477014
0,0.837374861139252,0.199940956332955
0,0.499333013834334,0.109282994958365
0,0.243294016454452,0.451303337345319
0,0.611621859174205,0.461433990176561
0,0.38161177215814,0.317105455487067
1,0.966367615485859,0.678593255497682
1,0.90132201593589,0.465429702800323
0,0.0764724244384744,0.593402194464744
1,0.848374486071662,0.77356920200164
0,0.817735711378295,0.320003111485838
0,0.290916477436394,0.396567219119725
1,0.345516173958054,0.758230183988303
0,0.329981812390419,0.672882658859313
1,0.720710404982586,0.402726318900291
1,0.381197676135076,0.683947424097414
1,0.515201712574476,0.777476444698853
1,0.861380424514439,0.489958798625525
1,0.874258743793536,0.673093898637068
0,0.270054755187136,0.0103464034392921
1,0.340294621766122,0.639023857227945
1,0.908764405759766,0.47368400024342
1,0.827976788487442,1
0,0.511033449046708,0
0,0.61457233986901,0.488178856915857
0,0.315330585306259,0.379544469597613
0,0.254476124258869,0.578855993666091
0,0.245629106465227,0.194296085610633
0,0.33932926001146,0.321445859925672
0,0.690729221696563,0.383190729643802
0,0.127584095506439,0.0714395712509988
1,0.216677491723391,0.588658723009423
1,0.703066481982164,0.627000678736855
1,0.563085157271392,0.408150614588709
1,0.163054528693568,0.875986682481403
1,0.728854265210646,0.899903856538172
1,0.688731123291856,0.936015694755948
0,0.826014498100032,0.0608869326479093
1,0.282185222586508,0.608231695134769
0,0.4611896198914,0.528838600508585
0,0.392566576179045,0.405606178860719
1,0.605988794857889,0.398871179396576
1,0.202319647963719,0.864197728434648
0,0.827715631035446,0.31484468295712
0,0.283495449925022,0.198075906456532
1,0.414997787316592,0.798700501092728
0,0.489658499759089,0.374474804338994
0,0.707872570403575,0.377247324350144
0,0.849697330196591,0.144275118324871
0,0.298925164559489,0.233123845495277
0,0.272605404178119,0.0877433440919065
0,0.638438420915274,0.194264041980311
0,0.446762121880895,0.493868136144303
1,0.103251698463162,0.819767668550865
0,0.0837171603819902,0.408345580570707
1,0.810998331835192,0.690542678907926
0,0.499701836252084,0.683248065694158
1,0.892411049695943,0.840579657292453
1,0.717343745709861,0.679533748302227
1,0,0.595369560489261
1,0.650622013257457,0.377717456542704
1,0.402408571561412,0.715157303547863
0,0.377262508508782,0.626015615187279
1,0.864918993617369,0.846969879729112
0,0.323706865197736,0.608398435280488
0,0.720619606106595,0.307934853413058
1,0.515714054155818,0.678124943662423
1,0.720078694589397,0.545772992047215
1,0.838116413180078,0.629132834496944
0,0.451274720580959,0.32387085253279
1,0.672177993380137,0.471884925267112
0,0.576534045459688,0.312321200853991
1,0.633690030173751,0.592041754697943
0,0.374545851481897,0.370212476492796
1,0.804117881191965,0.459276156799602
0,0.297568098162193,0.524549161347885
0,0.457689208610505,0.416937960665072
1,0.348558417879896,0.578779861991499
0,0.855982511046731,0.237633982263707
0,0.845501773546081,0.102037383921966
1,0.69211839858406,0.625070022358101
1,0.760820473615245,0.63890967658798
0,0.45264888557719,0.280224259239608
0,0.780237646280881,0.169118493486106
1,0.249414053947676,0.836028298916323
0,0.672487517744646,0.298523614204932
0,0.192692916572641,0.610122171650129
1,0.115635936477835,0.653367798622693
1,0.306763521126272,0.800853291682241
1,0.978012224093818,0.234407604724918
1,0.442662660656317,0.744736215192273
1,0.583971804221785,0.376081382701395
1,0.88077287264952,0.654125706458247
1,0.109974207488104,0.71827426516148
1,0.798662049766107,0.395995024327682
0,0.326254316521857,0.176703128086729
0,0.197374258095269,0.0741937941766287
0,0.355031539402215,0.489536989685766
1,0.727475449443174,0.510579578189817
1,0.835851667327294,0.522808800627421
1,0.491846625479041,0.457079703231313
1,0.793014523360548,0.919359478097083
1,0.640279637202595,0.877219066860304
0,0.671076877042102,0.378411312571222
0,0.600543035909524,0.239118953232174
1,0.0967997861681009,0.933390259532654
0,0.395838559468084,0.122632918604035
0,0.544381626932353,0.273450177561698
0,1,0.195480259315989
1,0.354220309049278,0.675269915527449
1,0.902708221544192,0.806286281745077
1,0.801343748473164,0.751134409873316
1,0.764152905047509,0.539379463497069
0,0.211482166405044,0.409938637612468
1,0.342598016582798,0.865361951755578
0,0.0933224983792666,0.60485848122985
0,0.72717222056188,0.124144500626656
1,0.730010438139512,0.816148259640927
0,0.253188817401305,0.303987709037961
0,0.13565039047852,0.309296388137993
1,0.831539707969022,0.316708424027208
1,0.553811988730149,0.414682690397116
0,0.159349019082189,0.762786713622245
1,0.781281969922086,0.57829486745605
1,0.518621976252784,0.522165712516594
0,0.726260578711554,0.333824390976131
0,0.615449456203404,0.216538909221297
1,0.716239620850374,0.645957437977885
1,0.828738158767576,0.613166292443421
0,0.161538054975978,0.770780403661953
0,0.403547881452552,0.556569532965129
0,0.11112139119562,0.0427469863595071
0,0.403912231790495,0.480712977193771
1,0.791821242284963,0.622053236829101
1,0.642259965910609,0.614769927145958
1,0.443862742434887,0.398490688293837
0,0.297453978206017,0.253533893315934
1,0.660625741326328,0.71494012852233
1,0.866342396584156,0.789931802750607
0,0.516828160875396,0.264824824354191
1,0.224079167762255,0.626351989582526
1,0.175613480330317,0.885993854151877
1,0.269755178909106,0.661613915134636
0,0.324811310237753,0.460757167453927
0,0.376131980529212,0.312657825976401
1,0.840041955117502,0.850372695954235
0,0.692825086443945,0.203820056370953
0,0.326794682606128,0.263412138821363
0,0.46943199216547,0.420029528980121
1,0.833849314174412,0.762931467103974
0,0.222949854910632,0.248031488460065
1,0.198159708601239,0.737366303811153
1,0.567605637126972,0.231012563661103
0,0.443327546889173,0.568955367483863
0,0.573743663568172,0.182979137302041
1,0.836156739871439,0.114833454679928
1,0.712787597711517,0.847780767927066
1,0.627418172751441,0.712605010792978
0,0.11973376195408,0.482370803074981
0,0.538136367256592,0.429471172799495
0,0.263216743140266,0.756846246976723
1,0.69483466387334,0.967869528989299
1,0.778731163492216,0.504920284938564
0,0.825239772303744,0.477043012562048
0,0.448950647600289,0.468832451470402
0,0.846266150976417,0.131160549362632
0,0.195969689144606,0.227083785699104
1,0.914216210706087,0.72019124108233
1,0.744880322858515,0.869392120880278
0,0.615421868908688,0.174097635207672
0,0.95501611176523,0.175134184809814
1,0.595279904935514,0.456514716554102
1,0.729538682216262,0.644385402237311
0,0.817881751870789,0.197388698209758
0,0.500128273427505,0.198809698918139
